,titles,authors,goodreads links
2802,The Unspeakable Unknown,Eliot Sappingfield,https://www.goodreads.com/book/show/40068066-the-unspeakable-unknown
2803,Shadows of Winterspell,Amy  Wilson,https://www.goodreads.com/book/show/45721430-shadows-of-winterspell
2804,"Masters of Silence (The Heroes Quartet, 2)",Kathy Kacer,https://www.goodreads.com/book/show/41005595-masters-of-silence
2805,"Anthem (The Sixties Trilogy, #3)",Deborah Wiles,https://www.goodreads.com/book/show/41131390-anthem
2806,The Story Web,Megan Frazer Blakemore,https://www.goodreads.com/book/show/40653211-the-story-web
2807,Sick Bay,Nova Weetman,https://www.goodreads.com/book/show/43198002-sick-bay
2808,The Woods,R.L.  Toalson,https://www.goodreads.com/book/show/43822540-the-woods
2809,The Pennypackers Go on Vacation,Lisa Doan,https://www.goodreads.com/book/show/40864811-the-pennypackers-go-on-vacation
2810,"Nina Soni, Sister Fixer",Kashmira Sheth,https://www.goodreads.com/book/show/52529236-nina-soni-sister-fixer
2811,"Shake It Off (Wish, #8)",Suzanne   Nelson,https://www.goodreads.com/book/show/41473909-shake-it-off
2812,Pink Hair and Other Terrible Ideas,Andrea Pyros,https://www.goodreads.com/book/show/40754190-pink-hair-and-other-terrible-ideas
2813,Origin of a Hero (She-Ra Chapter Book #1),Tracey West,https://www.goodreads.com/book/show/41473861-origin-of-a-hero
2814,The Tornado,Jake Burt,https://www.goodreads.com/book/show/42642060-the-tornado
2815,The Space Between Before and After,Sue Stauffacher,https://www.goodreads.com/book/show/40626974-the-space-between-before-and-after
2816,How to Properly Dispose of Planet Earth,Paul Noth,https://www.goodreads.com/book/show/40046134-how-to-properly-dispose-of-planet-earth
2817,The Monster Catchers: A Bailey Buckleby Story,George Brewington,https://www.goodreads.com/book/show/39280621-the-monster-catchers
2818,The Conspiracy of Magic,Harriet Whitehorn,https://www.goodreads.com/book/show/49919819-the-conspiracy-of-magic
2819,Resist: A Story of D-Day,Alan Gratz,https://www.goodreads.com/book/show/48501631-resist
2820,Florence and the Mischievous Kitten,Megan Rix,https://www.goodreads.com/book/show/41451630-florence-and-the-mischievous-kitten
2821,Camp Shady Crook,Lee Gjertsen Malone,https://www.goodreads.com/book/show/42202096-camp-shady-crook
2822,"Fire Girl, Forest Boy",Chloe Daykin,https://www.goodreads.com/book/show/42777826-fire-girl-forest-boy
2823,Rosa and the Daring Dog,Megan Rix,https://www.goodreads.com/book/show/44422827-rosa-and-the-daring-dog
2824,Snow Foal,Susanna Bailey,https://www.goodreads.com/book/show/48759097-snow-foal
2825,Chasing Helicity Into the Wind (Chasing Helicity #2),Ginger Zee,https://www.goodreads.com/book/show/41157962-chasing-helicity-into-the-wind
2826,Not If I Can Help It,Carolyn Mackler,https://www.goodreads.com/book/show/41473362-not-if-i-can-help-it
2827,Briar and Rose and Jack,Katherine Coville,https://www.goodreads.com/book/show/40796152-briar-and-rose-and-jack
2828,Efrén Divided,Ernesto Cisneros,https://www.goodreads.com/book/show/52507955-efr-n-divided
2829,"The Tower of Nero (The Trials of Apollo, #5)",Rick Riordan,https://www.goodreads.com/book/show/48717744-the-tower-of-nero
2830,From the Desk of Zoe Washington,Janae Marks,https://www.goodreads.com/book/show/38884301-from-the-desk-of-zoe-washington
2831,"Aru Shah and the Tree of Wishes (Pandava, #3)",Roshani Chokshi,https://www.goodreads.com/book/show/36323798-aru-shah-and-the-tree-of-wishes
2832,"Hollowpox: The Hunt for Morrigan Crow (Nevermoor, #3)",Jessica  Townsend,https://www.goodreads.com/book/show/46113778-hollowpox
2833,"Curse of the Night Witch (Emblem Island, #1)",Alex Aster,https://www.goodreads.com/book/show/42856678-curse-of-the-night-witch
2834,The List of Things That Will Not Change,Rebecca Stead,https://www.goodreads.com/book/show/44900082-the-list-of-things-that-will-not-change
2835,My Life as a Potato,Arianne Costner,https://www.goodreads.com/book/show/42072421-my-life-as-a-potato
2836,Ghost Squad,Claribel A. Ortega,https://www.goodreads.com/book/show/36601937-ghost-squad
2837,The One and Only Bob,Katherine Applegate,https://www.goodreads.com/book/show/48557824-the-one-and-only-bob
2838,The Lonely Heart of Maybelle Lane,Kate  O'Shaughnessy,https://www.goodreads.com/book/show/52988445-the-lonely-heart-of-maybelle-lane
2839,"Eva Evergreen, Semi-Magical Witch (Eva Evergreen, #1)",Julie Abe,https://www.goodreads.com/book/show/51285821-eva-evergreen-semi-magical-witch
2840,"Stand Up, Yumi Chung!",Jessica  Kim,https://www.goodreads.com/book/show/40986512-stand-up-yumi-chung
2841,Prairie Lotus,Linda Sue Park,https://www.goodreads.com/book/show/44230407-prairie-lotus
2842,Mary Underwater,Shannon Doleski,https://www.goodreads.com/book/show/40597602-mary-underwater
2843,The Girl and the Ghost,Hanna Alkaf,https://www.goodreads.com/book/show/46147644-the-girl-and-the-ghost
2844,Rick,Alex  Gino,https://www.goodreads.com/book/show/44660928-rick
2845,Race to the Sun,Rebecca Roanhorse,https://www.goodreads.com/book/show/36353103-race-to-the-sun
2846,"Paola Santiago and the River of Tears (Paola Santiago, #1)",Tehlor Kay Mejia,https://www.goodreads.com/book/show/49089021-paola-santiago-and-the-river-of-tears
2847,The Canyon's Edge,Dusti Bowling,https://www.goodreads.com/book/show/50358128-the-canyon-s-edge
2848,Maya and the Rising Dark,Rena Barron,https://www.goodreads.com/book/show/39726908-maya-and-the-rising-dark
2849,The Blackbird Girls,Anne Blankman,https://www.goodreads.com/book/show/40939440-the-blackbird-girls
2850,Scritch Scratch,Lindsay Currie,https://www.goodreads.com/book/show/45171440-scritch-scratch
2851,King and the Dragonflies,Kacen Callender,https://www.goodreads.com/book/show/44575111-king-and-the-dragonflies
2852,How to Make Friends with the Sea,Tanya Guerrero,https://www.goodreads.com/book/show/44280889-how-to-make-friends-with-the-sea
2853,Snapdragon,Kat Leyh,https://www.goodreads.com/book/show/44280844-snapdragon
2854,Quintessence,Jess  Redman,https://www.goodreads.com/book/show/46223313-quintessence
2855,Coo,Kaela Noel,https://www.goodreads.com/book/show/46206745-coo
2856,The Thief Knot (Greenglass House #4),Kate Milford,https://www.goodreads.com/book/show/43254663-the-thief-knot
2857,The Witches of Willow Cove,Josh  Roberts,https://www.goodreads.com/book/show/49395271-the-witches-of-willow-cove
2858,When You Trap a Tiger,Tae Keller,https://www.goodreads.com/book/show/44901877-when-you-trap-a-tiger
2859,A Wolf for a Spell,Karah Sutton,https://www.goodreads.com/book/show/51591443-a-wolf-for-a-spell
2860,The Only Black Girls in Town,Brandy Colbert,https://www.goodreads.com/book/show/42775752-the-only-black-girls-in-town
2861,"Sal and Gabi Fix the Universe (Sal and Gabi, #2)",Carlos  Hernandez,https://www.goodreads.com/book/show/52268882-sal-and-gabi-fix-the-universe
2862,Chirp,Kate Messner,https://www.goodreads.com/book/show/44281037-chirp
2863,Beetle & the Hollowbones,Aliza Layne,https://www.goodreads.com/book/show/52765957-beetle-the-hollowbones
2864,The Chaos Curse (Kiranmala and the Kingdom Beyond #3),Sayantani DasGupta,https://www.goodreads.com/book/show/44575183-the-chaos-curse
2865,Clean Getaway,Nic Stone,https://www.goodreads.com/book/show/49917829-clean-getaway
2866,We Dream of Space,Erin Entrada Kelly,https://www.goodreads.com/book/show/45306307-we-dream-of-space
2867,"The Mystwick School of Musicraft (Mystwick, #1)",Jessica Khoury,https://www.goodreads.com/book/show/43803346-the-mystwick-school-of-musicraft
2868,"One True King (The School for Good and Evil: The Camelot Years, #3)",Soman Chainani,https://www.goodreads.com/book/show/45343240-one-true-king
2869,The Girl and the Witch's Garden,Erin Bowman,https://www.goodreads.com/book/show/44779631-the-girl-and-the-witch-s-garden
2870,The Deep & Dark Blue,Niki Smith,https://www.goodreads.com/book/show/45445557-the-deep-dark-blue
2871,When Stars Are Scattered,Victoria Jamieson,https://www.goodreads.com/book/show/51864234-when-stars-are-scattered
2872,The Total Eclipse of Nestor Lopez,Adrianna Cuevas,https://www.goodreads.com/book/show/44432703-the-total-eclipse-of-nestor-lopez
2873,Cinders & Sparrows,Stefan Bachmann,https://www.goodreads.com/book/show/52165391-cinders-sparrows
2874,The Forest of Stars,Heather Kassner,https://www.goodreads.com/book/show/46223428-the-forest-of-stars
2875,Land of the Cranes,Aida Salazar,https://www.goodreads.com/book/show/41945957-land-of-the-cranes
2876,Cattywampus,Ash Van Otterloo,https://www.goodreads.com/book/show/49823035-cattywampus
2877,Witches of Brooklyn (Witches of Brooklyn #1),Sophie Escabasse,https://www.goodreads.com/book/show/51342413-witches-of-brooklyn
2878,That's What Friends Do,Cathleen Barnhart,https://www.goodreads.com/book/show/45449846-that-s-what-friends-do
2879,"Three Keys (Front Desk, #2)",Kelly Yang,https://www.goodreads.com/book/show/53033829-three-keys
2880,What Stars Are Made of,Sarah  Allen,https://www.goodreads.com/book/show/44222238-what-stars-are-made-of
2881,The Wonder of Wildflowers,Anna Staniszewski,https://www.goodreads.com/book/show/40711372-the-wonder-of-wildflowers
2882,A Home for Goddesses and Dogs,Leslie Connor,https://www.goodreads.com/book/show/35178355-a-home-for-goddesses-and-dogs
2883,"Winterborne Home for Vengeance and Valor (Winterborne Home for Vengeance and Valor, #1)",Ally Carter,https://www.goodreads.com/book/show/51809429-winterborne-home-for-vengeance-and-valor
2884,"The Deceivers (Greystone Secrets, #2)",Margaret Peterson Haddix,https://www.goodreads.com/book/show/44594892-the-deceivers
2885,Seekers of the Wild Realm (Seekers of the Wild Realm #1),Alexandra Ott,https://www.goodreads.com/book/show/52766910-seekers-of-the-wild-realm
2886,Any Day With You,Mae Respicio,https://www.goodreads.com/book/show/38326355-any-day-with-you
2887,"Show Me a Sign (Show Me a Sign, Book 1)",Ann Clare LeZotte,https://www.goodreads.com/book/show/44575095-show-me-a-sign
2888,A Wish in the Dark,Christina Soontornvat,https://www.goodreads.com/book/show/38465017-a-wish-in-the-dark
2889,On the Horizon,Lois Lowry,https://www.goodreads.com/book/show/51307102-on-the-horizon
2890,Here in the Real World,Sara Pennypacker,https://www.goodreads.com/book/show/45485735-here-in-the-real-world
2891,"Class Act (New Kid, #2)",Jerry Craft,https://www.goodreads.com/book/show/50358040-class-act
2892,"Black Brother, Black Brother",Jewell Parker Rhodes,https://www.goodreads.com/book/show/51942425-black-brother-black-brother
2893,"The Secret of White Stone Gate (Black Hollow Lane, #2)",Julia Nobel,https://www.goodreads.com/book/show/45990134-the-secret-of-white-stone-gate
2894,"Into the Tall, Tall Grass",Loriel Ryon,https://www.goodreads.com/book/show/42281718-into-the-tall-tall-grass
2895,The Unadoptables,Hana Tooke,https://www.goodreads.com/book/show/51838643-the-unadoptables
2896,"Pippa Park Raises Her Game (Pippa Park, #1)",Erin Yun,https://www.goodreads.com/book/show/43886298-pippa-park-raises-her-game
2897,Fighting Words,Kimberly Brubaker Bradley,https://www.goodreads.com/book/show/48945757-fighting-words
2898,"Mindy Kim and the Yummy Seaweed Business (Mindy Kim, #1)",Lyla Lee,https://www.goodreads.com/book/show/51317026-mindy-kim-and-the-yummy-seaweed-business
2899,Swallowed by a Secret,Risa Nyman,https://www.goodreads.com/book/show/51831033-swallowed-by-a-secret
2900,"City of the Plague God (City of the Plague God, #1)",Sarwat Chadda,https://www.goodreads.com/book/show/43517256-city-of-the-plague-god
2901,The Language of Ghosts,Heather Fawcett,https://www.goodreads.com/book/show/52165253-the-language-of-ghosts
2902,Not Your All-American Girl,Wendy Wan-Long Shang,https://www.goodreads.com/book/show/50160747-not-your-all-american-girl
2903,The Girl Who Stole an Elephant,Nizrana Farook,https://www.goodreads.com/book/show/44906685-the-girl-who-stole-an-elephant
2904,96 Miles,J.L. Esplin,https://www.goodreads.com/book/show/45043854-96-miles
2905,"Middle School's a Drag, You Better Werk",Greg  Howard,https://www.goodreads.com/book/show/45915129-middle-school-s-a-drag-you-better-werk
2906,A Field Guide to Getting Lost,Joy McCullough,https://www.goodreads.com/book/show/40898815-a-field-guide-to-getting-lost
2907,The Circus of Stolen Dreams,Lorelei Savaryn,https://www.goodreads.com/book/show/52433331-the-circus-of-stolen-dreams
2908,"Legend of the Storm Sneezer (The Stormwatch Diaries, #1)",Kristiana Sfirlea,https://www.goodreads.com/book/show/51456027-legend-of-the-storm-sneezer
2909,Things You Can't Say,Jenn Bishop,https://www.goodreads.com/book/show/52046724-things-you-can-t-say
2910,Ana on the Edge,A.J. Sass,https://www.goodreads.com/book/show/44315058-ana-on-the-edge
2911,When You Know What I Know,Sonja K. Solter,https://www.goodreads.com/book/show/44301647-when-you-know-what-i-know
2912,"Battle Born (Elementals, #3)",Amie Kaufman,https://www.goodreads.com/book/show/26839781-battle-born
2913,Rival Magic,Deva Fagan,https://www.goodreads.com/book/show/39350048-rival-magic
2914,The Elephant's Girl,Celesta Rimington,https://www.goodreads.com/book/show/44285416-the-elephant-s-girl
2915,Bloom,Kenneth Oppel,https://www.goodreads.com/book/show/50215833-bloom
2916,"Kenzie Kickstarts a Team (The Derby Daredevils, #1)",Kit Rosewater,https://www.goodreads.com/book/show/50158278-kenzie-kickstarts-a-team
2917,The Space Between Lost and Found,Sandy Stark-McGinnis,https://www.goodreads.com/book/show/51079435-the-space-between-lost-and-found
2918,Before the Ever After,Jacqueline Woodson,https://www.goodreads.com/book/show/51988656-before-the-ever-after
2919,"The Girl Who Fell Out of the Sky (Piper McCloud, #3)",Victoria Forester,https://www.goodreads.com/book/show/35795871-the-girl-who-fell-out-of-the-sky
2920,Séance Tea Party,Reimena Yee,https://www.goodreads.com/book/show/42593850-s-ance-tea-party
2921,How to Disappear Completely,Ali Standish,https://www.goodreads.com/book/show/40711438-how-to-disappear-completely
2922,A Game of Fox & Squirrels,Jenn Reese,https://www.goodreads.com/book/show/44280976-a-game-of-fox-squirrels
2923,The Water Bears,Kim   Baker,https://www.goodreads.com/book/show/52727145-the-water-bears
2924,"The Vanderbeekers Lost and Found (The Vanderbeekers, #4)",Karina Yan Glaser,https://www.goodreads.com/book/show/48946812-the-vanderbeekers-lost-and-found
2925,A Place at the Table,Saadia Faruqi,https://www.goodreads.com/book/show/50948214-a-place-at-the-table
2926,Story Magic,Laurel Gale,https://www.goodreads.com/book/show/51136406-story-magic
2927,"Rebel in the Library of Ever (The Library of Ever, #2)",Zeno Alexander,https://www.goodreads.com/book/show/44281160-rebel-in-the-library-of-ever
2928,Hollow Dolls (Hollow Dolls #1),MarcyKate Connolly,https://www.goodreads.com/book/show/40712580-hollow-dolls
2929,Mañanaland,Pam Muñoz Ryan,https://www.goodreads.com/book/show/44575124-ma-analand
2930,A Galaxy of Sea Stars,Jeanne Zulick Ferruolo,https://www.goodreads.com/book/show/44222650-a-galaxy-of-sea-stars
2931,The Inside Battle,Melanie Sumrow,https://www.goodreads.com/book/show/43822588-the-inside-battle
2932,The Ickabog,J.K. Rowling,https://www.goodreads.com/book/show/53490148-the-ickabog
2933,Everything Sad Is Untrue,Daniel Nayeri,https://www.goodreads.com/book/show/45916267-everything-sad-is-untrue
2934,"The Legends of Eve: Book of Fire (A Warrior's Past, #2)",Anonymous    .,https://www.goodreads.com/book/show/46033671-the-legends-of-eve
2935,After the Worst Thing Happens,Audrey Vernick,https://www.goodreads.com/book/show/52677283-after-the-worst-thing-happens
2936,Jo: A Graphic Novel,Kathleen Gros,https://www.goodreads.com/book/show/39898611-jo
2937,Braver: A Wombat's Tale,Suzanne Selfors,https://www.goodreads.com/book/show/46223340-braver
2938,Gloom Town,Ronald L.  Smith,https://www.goodreads.com/book/show/43261025-gloom-town
2939,The Year the Maps Changed,Danielle Binks,https://www.goodreads.com/book/show/53112021-the-year-the-maps-changed
2940,The Ship We Built,Lexie Bean,https://www.goodreads.com/book/show/42393479-the-ship-we-built
2941,Kiki MacAdoo and the Graveyard Ballerinas,Colette Sewall,https://www.goodreads.com/book/show/45916422-kiki-macadoo-and-the-graveyard-ballerinas
2942,"A Mixture of Mischief (Love Sugar Magic, #3)",Anna Meriano,https://www.goodreads.com/book/show/43721099-a-mixture-of-mischief
2943,Echo Mountain,Lauren Wolk,https://www.goodreads.com/book/show/51969326-echo-mountain
2944,"Premeditated Myrtle (Myrtle Hardcastle Mysteries, #1)",Elizabeth C. Bunce,https://www.goodreads.com/book/show/50926334-premeditated-myrtle
2945,"The Fallen Hero (The Dragon Warrior, #2)",Katie Zhao,https://www.goodreads.com/book/show/40774674-the-fallen-hero
2946,Camp Clique,Eileen Moskowitz Palma,https://www.goodreads.com/book/show/40986379-camp-clique
2947,"Tristan Strong Destroys the World (Tristan Strong, #2)",Kwame Mbalia,https://www.goodreads.com/book/show/39884377-tristan-strong-destroys-the-world
