,titles,authors,goodreads links
2558,House Without Walls,Ching Yeung Russell,https://www.goodreads.com/book/show/40030484-house-without-walls
2559,"The Dragon in the Library (The Dragon in the Library, #1)",Louie Stowell,https://www.goodreads.com/book/show/43681495-the-dragon-in-the-library
2560,The Star Outside My Window,Onjali Q. Raúf,https://www.goodreads.com/book/show/43866010-the-star-outside-my-window
2561,Far Away,Lisa Graff,https://www.goodreads.com/book/show/32797658-far-away
2562,Twinchantment (Twinchantment #1),Elise Allen,https://www.goodreads.com/book/show/41157963-twinchantment
2563,"Mr. Lemoncello's All-Star Breakout Game (Mr. Lemoncello's Library, #4)",Chris Grabenstein,https://www.goodreads.com/book/show/40699666-mr-lemoncello-s-all-star-breakout-game
2564,One Speck of Truth,Caela Carter,https://www.goodreads.com/book/show/38739564-one-speck-of-truth
2565,"Two Dogs in a Trench Coat Start a Club by Accident (Two Dogs in a Trench Coat, #2)",Julie Falatko,https://www.goodreads.com/book/show/39977820-two-dogs-in-a-trench-coat-start-a-club-by-accident
2566,The Rambling,Jimmy Cajoleas,https://www.goodreads.com/book/show/38376034-the-rambling
2567,For Black Girls Like Me,Mariama J. Lockington,https://www.goodreads.com/book/show/40864854-for-black-girls-like-me
2568,Bad Babysitters,Caroline Cala,https://www.goodreads.com/book/show/33004201-bad-babysitters
2569,Up for Air,Laurie Morrison,https://www.goodreads.com/book/show/41104100-up-for-air
2570,Willow Moss and the Lost Day (Starfell #1),Dominique Valente,https://www.goodreads.com/book/show/43317731-willow-moss-and-the-lost-day
2571,Project Middle School (Hope #1),Alyssa Milano,https://www.goodreads.com/book/show/43261390-project-middle-school
2572,Spy Runner,Eugene Yelchin,https://www.goodreads.com/book/show/29540407-spy-runner
2573,The Deepest Breath,Meg Grehan,https://www.goodreads.com/book/show/43726808-the-deepest-breath
2574,Me and Sam-Sam Handle the Apocalypse,Susan Vaught,https://www.goodreads.com/book/show/35734792-me-and-sam-sam-handle-the-apocalypse
2575,The Fresh New Face of Griselda,Jennifer    Torres,https://www.goodreads.com/book/show/42072403-the-fresh-new-face-of-griselda
2576,"Young Captain Nemo (Young Captain Nemo, 1)",Jason Henderson,https://www.goodreads.com/book/show/39073368-young-captain-nemo
2577,Hazel's Theory of Evolution,Lisa Jenn Bigelow,https://www.goodreads.com/book/show/41453705-hazel-s-theory-of-evolution
2578,"A Pinch of Magic (A Pinch of Magic, #1)",Michelle Harrison,https://www.goodreads.com/book/show/38749835-a-pinch-of-magic
2579,"The Fowl Twins (The Fowl Twins, #1)",Eoin Colfer,https://www.goodreads.com/book/show/39816061-the-fowl-twins
2580,Brave Like Lily,Richard Cardenas,https://www.goodreads.com/book/show/37909422-brave-like-lily
2581,A Kind of Paradise,Amy Rebecca Tan,https://www.goodreads.com/book/show/39937607-a-kind-of-paradise
2582,"Idun and the Apples of Youth (Thunder Girls, #3)",Joan Holub,https://www.goodreads.com/book/show/44568627-idun-and-the-apples-of-youth
2583,Julius Zebra Joke Book Jamboree!,Gary Northfield,https://www.goodreads.com/book/show/45304370-julius-zebra-joke-book-jamboree
2584,Sean Yeager Claws of Time - engaging action adventure for ages 8 to 12 (3) (Sean Yeager Adventures),David M. Jarrett,https://www.goodreads.com/book/show/39753178-sean-yeager-claws-of-time---engaging-action-adventure-for-ages-8-to-12
2585,Willow and the Fairy Glen,Gillie Kerr,https://www.goodreads.com/book/show/46061931-willow-and-the-fairy-glen
2586,"Benjamin Nicholas & The Golden Key (Book, #1)",S.C. Crovo,https://www.goodreads.com/book/show/48733441-benjamin-nicholas-the-golden-key
2587,"The Sterling Cone (The Sought Six, #1)",C.A. Klug,https://www.goodreads.com/book/show/50043307-the-sterling-cone
2588,Angel Land,P.S. Scott,https://www.goodreads.com/book/show/55686831-angel-land
2589,Wish,Barbara O'Connor,https://www.goodreads.com/book/show/27414384-wish
2590,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,https://www.goodreads.com/book/show/249747.Artemis_Fowl
2591,Green Eyes and Ham,Mary Penney,https://www.goodreads.com/book/show/35169312-green-eyes-and-ham
2592,The Shores Beyond Time,Kevin Emerson,https://www.goodreads.com/book/show/38376025-the-shores-beyond-time
2593,"Beyond the Kingdoms (The Land of Stories, #4)",Chris Colfer,https://www.goodreads.com/book/show/24968392-beyond-the-kingdoms
2594,Tuesday,David Wiesner,https://www.goodreads.com/book/show/97860.Tuesday
2595,Superman of Smallville,Art Baltazar,https://www.goodreads.com/book/show/38452930-superman-of-smallville
2596,The Friendship Lie,Rebecca Donnelly,https://www.goodreads.com/book/show/40209110-the-friendship-lie
2597,"Accidental Trouble Magnet (Planet Omar, #1)",Zanib Mian,https://www.goodreads.com/book/show/43511163-accidental-trouble-magnet
2598,Metl: The ANGEL Weapon (Metl #1),Scott  Wilson,https://www.goodreads.com/book/show/42390112-metl
2599,The House on Hawthorn Road,Megan Wynne,https://www.goodreads.com/book/show/52732629-the-house-on-hawthorn-road
2600,How to Survive Quicksand,Barbara Dee,https://www.goodreads.com/book/show/37935286-how-to-survive-quicksand
2601,Mya's Strategy to Save the World,Tanya Lloyd Kyi,https://www.goodreads.com/book/show/40141505-mya-s-strategy-to-save-the-world
2602,Roger Mantis,Tom Alan Brosz,https://www.goodreads.com/book/show/33299971-roger-mantis
2603,Finding Orion,John David  Anderson,https://www.goodreads.com/book/show/41154259-finding-orion
2604,"Wished (Fairy Tale Reform School, #5)",Jen Calonita,https://www.goodreads.com/book/show/40409725-wished
2605,"Picture Day (FrightVision, #2)",Julia Dove,https://www.goodreads.com/book/show/45183795-picture-day
2606,"The Perfect Star (The Perfect Score, #3)",Rob Buyea,https://www.goodreads.com/book/show/45024657-the-perfect-star
2607,"The Cursed Coin (FrightVision, #1)",Culliver Crantz,https://www.goodreads.com/book/show/45037856-the-cursed-coin
2608,Lizzy Legend,Matthew Ross Smith,https://www.goodreads.com/book/show/40392120-lizzy-legend
2609,The Lemonade Affair,Jarod Pratt,https://www.goodreads.com/book/show/35212653-the-lemonade-affair
2610,"Goodbye, Mr. Spalding",Jennifer Robin Barr,https://www.goodreads.com/book/show/40754188-goodbye-mr-spalding
2611,Black Canary: Ignite,Meg Cabot,https://www.goodreads.com/book/show/38452891-black-canary
2612,The Paris Project,Donna Gephart,https://www.goodreads.com/book/show/40030594-the-paris-project
2613,Agent Weasel and the Fiendish Fox Gang,Nick East,https://www.goodreads.com/book/show/45417162-agent-weasel-and-the-fiendish-fox-gang
2614,"Framed For Life (FrightVision, #4)",Artemis Hart,https://www.goodreads.com/book/show/45449893-framed-for-life
2615,"Sunny Rolls the Dice (Sunny, #3)",Jennifer L. Holm,https://www.goodreads.com/book/show/43319654-sunny-rolls-the-dice
2616,The Last Human,Lee Bacon,https://www.goodreads.com/book/show/43908954-the-last-human
2617,A Swirl of Ocean,Melissa Sarno,https://www.goodreads.com/book/show/42927034-a-swirl-of-ocean
2618,The Butterfly Circus,Francesca Armour-Chelu,https://www.goodreads.com/book/show/44132407-the-butterfly-circus
2619,The Garden of Lost Secrets,A.M. Howell,https://www.goodreads.com/book/show/41079169-the-garden-of-lost-secrets
2620,The Year I Didn't Eat,Samuel Pollen,https://www.goodreads.com/book/show/39909219-the-year-i-didn-t-eat
2621,Sapphire the Great and the Meaning of Life,Beverley Brenna,https://www.goodreads.com/book/show/40005763-sapphire-the-great-and-the-meaning-of-life
2622,"Funny Kid Prank Wars (Funny Kid, #3)",Matt Stanton,https://www.goodreads.com/book/show/37806726-funny-kid-prank-wars
2623,Ruff vs. Fluff (Queenie & Arthur #1),Spencer Quinn,https://www.goodreads.com/book/show/39983479-ruff-vs-fluff
2624,More to the Story,Hena Khan,https://www.goodreads.com/book/show/43822031-more-to-the-story
2625,"Peasprout Chen: Battle of Champions (Peasprout Chen, #2)",Henry Lien,https://www.goodreads.com/book/show/36320150-peasprout-chen
2626,Trevor Lee and the Big Uh Oh,Wiley Blevins,https://www.goodreads.com/book/show/40650981-trevor-lee-and-the-big-uh-oh
2627,She's the Liar,Alison Cherry,https://www.goodreads.com/book/show/41473282-she-s-the-liar
2628,"And Then I Turned Into a Mermaid (And Then I Turned Into a Mermaid, #1)",Laura Kirkpatrick,https://www.goodreads.com/book/show/45437283-and-then-i-turned-into-a-mermaid
2629,Lizzie Flying Solo,Nanci Turner Steveson,https://www.goodreads.com/book/show/33118276-lizzie-flying-solo
2630,Trace,Pat Cummings,https://www.goodreads.com/book/show/37819090-trace
2631,Sleepover Scientist (Jada Jones #3),Kelly Starling Lyons,https://www.goodreads.com/book/show/39973030-sleepover-scientist
2632,The Impossible Boy,Ben Brooks,https://www.goodreads.com/book/show/49624721-the-impossible-boy
2633,Wings of Olympus (Wings of Olympus #1),Kallie George,https://www.goodreads.com/book/show/37819091-wings-of-olympus
2634,"Minor Incidents and Absolute Uncertainties (Frazzled, #3)",Booki Vivat,https://www.goodreads.com/book/show/36260122-minor-incidents-and-absolute-uncertainties
2635,The World Ends in April,Stacy McAnulty,https://www.goodreads.com/book/show/44552711-the-world-ends-in-april
2636,Morgan Charmley: Teen Witch,Katy Birchall,https://www.goodreads.com/book/show/51089877-morgan-charmley
2637,Lety Out Loud: A Wish Novel,Angela Cervantes,https://www.goodreads.com/book/show/39983549-lety-out-loud
2638,Cold White Sun,Sue Farrell Holler,https://www.goodreads.com/book/show/36608125-cold-white-sun
2639,"Two Dogs in a Trench Coat Go on a Class Trip (Two Dogs in a Trench Coat, #3)",Julie Falatko,https://www.goodreads.com/book/show/41473819-two-dogs-in-a-trench-coat-go-on-a-class-trip
2640,"Quinn and the Quiet, Quiet",Philippa Dowding,https://www.goodreads.com/book/show/41221507-quinn-and-the-quiet-quiet
2641,Flight of the Bluebird (The Unintentional Adventures of the Bland Sisters Book 3),Kara LaReau,https://www.goodreads.com/book/show/38657024-flight-of-the-bluebird
2642,Kazu Jones and the Denver Dognappers,Shauna Holyoak,https://www.goodreads.com/book/show/41060572-kazu-jones-and-the-denver-dognappers
2643,Shifting Shadows (Bravelands #4),Erin Hunter,https://www.goodreads.com/book/show/41328001-shifting-shadows
2644,"Amelia Earhart and the Flying Chariot (Time Twisters, #4)",Steve Sheinkin,https://www.goodreads.com/book/show/39073408-amelia-earhart-and-the-flying-chariot
2645,The Breakaways,Cathy G. Johnson,https://www.goodreads.com/book/show/25528854-the-breakaways
2646,Titans (Titans #1),Kate O'Hearn,https://www.goodreads.com/book/show/42201315-titans
2647,Glitch,Sarah Graley,https://www.goodreads.com/book/show/35092193-glitch
2648,Operatic,Kyo Maclear,https://www.goodreads.com/book/show/40646241-operatic
2649,Cotton Candy Wishes: A Swirl Novel (6),Kristina Springer,https://www.goodreads.com/book/show/37976336-cotton-candy-wishes
2650,The Humiliations of Pipi McGee,Beth Vrabel,https://www.goodreads.com/book/show/40030327-the-humiliations-of-pipi-mcgee
2651,Friend or Fiction,Abby Cooper,https://www.goodreads.com/book/show/40126802-friend-or-fiction
2652,Dog Driven,Terry Lynn Johnson,https://www.goodreads.com/book/show/40920615-dog-driven
2653,Nikki Tesla and the Ferret-Proof Death Ray (Elements of Genius #1) (1),Jess Keating,https://www.goodreads.com/book/show/41473856-nikki-tesla-and-the-ferret-proof-death-ray-elements-of-genius-1
2654,The Worst Mascot Ever,James Preller,https://www.goodreads.com/book/show/37570581-the-worst-mascot-ever
2655,Bad Order,Barb Bentler Ullman,https://www.goodreads.com/book/show/42659836-bad-order
2656,Nico Bravo and the Hound of Hades,Mike Cavallaro,https://www.goodreads.com/book/show/31926882-nico-bravo-and-the-hound-of-hades
2657,A Monster Like Me,Wendy S. Swore,https://www.goodreads.com/book/show/41094522-a-monster-like-me
2658,Monster Club: Hunters for Hire,Gavin Brown,https://www.goodreads.com/book/show/41473885-monster-club
2659,Frederik Sandwich and the Mayor Who Lost Her Marbles,Kevin John Scott,https://www.goodreads.com/book/show/40003930-frederik-sandwich-and-the-mayor-who-lost-her-marbles
2660,Rising Above Shepherdsville,Ann Schoenbohm,https://www.goodreads.com/book/show/30312815-rising-above-shepherdsville
2661,Ghost Hog,Joey Weiser,https://www.goodreads.com/book/show/33230223-ghost-hog
2662,"The Castle in the Sea (Quest of the Sunfish, #2)",Mardi McConnochie,https://www.goodreads.com/book/show/34369837-the-castle-in-the-sea
2663,Wizard vs. Lizard,Simon Philip,https://www.goodreads.com/book/show/36335669-wizard-vs-lizard
2664,"The Very, Very Far North",Dan Bar-el,https://www.goodreads.com/book/show/40043068-the-very-very-far-north
2665,Emperor of the Universe,David Lubar,https://www.goodreads.com/book/show/41555934-emperor-of-the-universe
2666,Friendroid,M.M. Vaughan,https://www.goodreads.com/book/show/40538654-friendroid
2667,Solving for M,Jennifer Swender,https://www.goodreads.com/book/show/39909079-solving-for-m
2668,Peter & Ernesto: The Lost Sloths,Graham  Annable,https://www.goodreads.com/book/show/39073355-peter-ernesto
2669,One-Third Nerd,Gennifer Choldenko,https://www.goodreads.com/book/show/40629203-one-third-nerd
2670,Dugout: The Zombie Steals Home: A Graphic Novel,Scott Morse,https://www.goodreads.com/book/show/41473818-dugout
2671,"Secret in the Stone (The Unicorn Quest, #2)",Kamilla Benko,https://www.goodreads.com/book/show/40001237-secret-in-the-stone
2672,Sauerkraut,Kelly        Jones,https://www.goodreads.com/book/show/36212250-sauerkraut
2673,A Tear in the Ocean,H.M. Bouwman,https://www.goodreads.com/book/show/40061645-a-tear-in-the-ocean
2674,"The Quest For the Kid (The Explorers, #3)",Adrienne Kress,https://www.goodreads.com/book/show/42086659-the-quest-for-the-kid
2675,Sidelined (Gabby Garcia's Ultimate Playbook #3),Iva-Marie Palmer,https://www.goodreads.com/book/show/39937546-sidelined
2676,Guardians of the Wild Unicorns,Lindsay Littleson,https://www.goodreads.com/book/show/41714772-guardians-of-the-wild-unicorns
2677,Blood Mountain,James Preller,https://www.goodreads.com/book/show/35501030-blood-mountain
2678,Stay,Bobbie Pyron,https://www.goodreads.com/book/show/39937615-stay
2679,Homerooms and Hall Passes,Tom  O'Donnell,https://www.goodreads.com/book/show/43521344-homerooms-and-hall-passes
2680,"The League (The League, 1)",Melissa de la Cruz,https://www.goodreads.com/book/show/39088965-the-league
2681,The Everything I Have Lost,Sylvia Aguilar-Zéleny,https://www.goodreads.com/book/show/44440783-the-everything-i-have-lost
2682,"Addison Cooke and the Ring of Destiny (Addison Cooke, #3)",Jonathan W. Stokes,https://www.goodreads.com/book/show/42583937-addison-cooke-and-the-ring-of-destiny
2683,It Rained Warm Bread,Gloria Moskowitz-Sweet,https://www.goodreads.com/book/show/35209605-it-rained-warm-bread
2684,Emiline: Knight in Training,Kimberli Johnson,https://www.goodreads.com/book/show/40030333-emiline
2685,Right as Rain,Lindsey Stoddard,https://www.goodreads.com/book/show/37693551-right-as-rain
2686,A Talent for Trouble,Natasha Farrant,https://www.goodreads.com/book/show/43261140-a-talent-for-trouble
2687,"A Girl Called Justice (Justice Jones, #1)",Elly Griffiths,https://www.goodreads.com/book/show/43300894-a-girl-called-justice
2688,"Wish on All the Stars (Starry Beach Club, #2)",Lisa Schroeder,https://www.goodreads.com/book/show/41473820-wish-on-all-the-stars
2689,Secrets of a Fangirl,Erin Dionne,https://www.goodreads.com/book/show/41473879-secrets-of-a-fangirl
2690,Unplugged and Unpopular (1),Mat Heagerty,https://www.goodreads.com/book/show/43822272-unplugged-and-unpopular
2691,A Tale Magnolious,Suzanne   Nelson,https://www.goodreads.com/book/show/42356920-a-tale-magnolious
2692,Batting Order,Mike Lupica,https://www.goodreads.com/book/show/42202106-batting-order
2693,A Time Traveler's Theory of Relativity,Nicole Valentine,https://www.goodreads.com/book/show/40126811-a-time-traveler-s-theory-of-relativity
2694,Secret Soldiers: A Novel of World War I,Keely Hutton,https://www.goodreads.com/book/show/40864861-secret-soldiers
2695,"The Chupacabras of the Rio Grande (The Unicorn Rescue Society, #4)",Adam Gidwitz,https://www.goodreads.com/book/show/40960258-the-chupacabras-of-the-rio-grande
2696,Riverbound (Heartseeker #2),Melinda Beatty,https://www.goodreads.com/book/show/41887382-riverbound
2697,The Star-spun Web,Sinéad O'Hart,https://www.goodreads.com/book/show/41960766-the-star-spun-web
2698,Storm Dog (Scout #3),Jennifer Li Shotz,https://www.goodreads.com/book/show/39937608-storm-dog
2699,"A Squirrelly Situation (Calpurnia Tate, Girl Vet #5)",Jacqueline Kelly,https://www.goodreads.com/book/show/39280451-a-squirrelly-situation
2700,Weird Little Robots,Carolyn Crimi,https://www.goodreads.com/book/show/32720313-weird-little-robots
2701,Poison for Breakfast,Lemony Snicket,https://www.goodreads.com/book/show/37952717-poison-for-breakfast
2702,The Pumpkin War,Cathleen Young,https://www.goodreads.com/book/show/40629206-the-pumpkin-war
2703,It's the End of the World as I Know It,Matthew Landis,https://www.goodreads.com/book/show/43495133-it-s-the-end-of-the-world-as-i-know-it
2704,The North Star (The Gemini Mysteries #1),Kat Shepherd,https://www.goodreads.com/book/show/36900858-the-north-star
2705,Secondhand Wishes,Anna Staniszewski,https://www.goodreads.com/book/show/39983562-secondhand-wishes
2706,Babysitting Nightmares: The Twilight Curse,Kat Shepherd,https://www.goodreads.com/book/show/40864746-babysitting-nightmares
2707,The Keepers of the Keys (Bears of the Ice #3) (3),Kathryn Lasky,https://www.goodreads.com/book/show/41473363-the-keepers-of-the-keys-bears-of-the-ice-3
2708,Ember and the Ice Dragons,Heather Fawcett,https://www.goodreads.com/book/show/41453715-ember-and-the-ice-dragons
2709,Ghost and Bone,Andrew Prentice,https://www.goodreads.com/book/show/43063334-ghost-and-bone
2710,"The Diamond Mistake Mystery (The Great Mistake Mysteries, #4)",Sylvia McNicoll,https://www.goodreads.com/book/show/41827759-the-diamond-mistake-mystery
2711,Bad Bella,Ali Standish,https://www.goodreads.com/book/show/40711432-bad-bella
2712,On a Good Horse,Darby Karchut,https://www.goodreads.com/book/show/42734589-on-a-good-horse
2713,"Camp Average (Camp Average, 1)",Craig Battle,https://www.goodreads.com/book/show/40828080-camp-average
2714,Let Me Fix That for You,Janice Erlbaum,https://www.goodreads.com/book/show/40864856-let-me-fix-that-for-you
2715,Stone River Crossing,Tim Tingle,https://www.goodreads.com/book/show/42817529-stone-river-crossing
2716,Toby's Story: A Puppy Tale,W. Bruce Cameron,https://www.goodreads.com/book/show/41555953-toby-s-story
2717,Hotel Dare,Terry Blas,https://www.goodreads.com/book/show/41223637-hotel-dare
2718,The Burning Queen (Tangled in Time #2),Kathryn Lasky,https://www.goodreads.com/book/show/42519276-the-burning-queen
2719,Allies,Alan Gratz,https://www.goodreads.com/book/show/43319671-allies
2720,Poison Potion (Star Friends #6),Linda Chapman,https://www.goodreads.com/book/show/43298795-poison-potion
2721,Princess BMX,Marie Basting,https://www.goodreads.com/book/show/45184018-princess-bmx
2722,"In the Spotlight (Ellie, Engineer #3)",Jackson Pearce,https://www.goodreads.com/book/show/42972017-in-the-spotlight
2723,The Monster Hypothesis,Romily Bernard,https://www.goodreads.com/book/show/45032087-the-monster-hypothesis
2724,"A Way Between Worlds (Lighthouse Keepers, #2)",Melanie  Crowder,https://www.goodreads.com/book/show/43822010-a-way-between-worlds
2725,King of the Mole People (book 1),Paul Gilligan,https://www.goodreads.com/book/show/35209513-king-of-the-mole-people
2726,Walk Till You Disappear,Jacqueline Dembar Greene,https://www.goodreads.com/book/show/43334577-walk-till-you-disappear
2727,An Unexpected Escapade (Myth Coast Adventures #2),Kandi J. Wyatt,https://www.goodreads.com/book/show/44413378-an-unexpected-escapade
2728,How I Became a Spy: A Mystery of WWII London,Deborah Hopkinson,https://www.goodreads.com/book/show/40640809-how-i-became-a-spy
2729,Banjo,Graham Salisbury,https://www.goodreads.com/book/show/43328657-banjo
2730,"Megabat and Fancy Cat (Megabat, #2)",Anna Humphrey,https://www.goodreads.com/book/show/40819223-megabat-and-fancy-cat
2731,Athena & the Magic Land (Little Goddess Girls #1),Joan Holub,https://www.goodreads.com/book/show/42202051-athena-the-magic-land
2732,47 Degrees,Justin D'Ath,https://www.goodreads.com/book/show/42632961-47-degrees
2733,The Words That Fly Between Us,Sarah  Carroll,https://www.goodreads.com/book/show/37834351-the-words-that-fly-between-us
2734,Max Kowalski Didn't Mean It,Susie Day,https://www.goodreads.com/book/show/45300650-max-kowalski-didn-t-mean-it
2735,Little Apocalypse,Katherine Sparrow,https://www.goodreads.com/book/show/37483558-little-apocalypse
2736,Dragon Thief (Dragons in a Bag #2),Zetta Elliott,https://www.goodreads.com/book/show/38123137-dragon-thief
2737,Someplace to Call Home,Sandra Dallas,https://www.goodreads.com/book/show/43662700-someplace-to-call-home
2738,Lines We Draw: A Story of Imprisoned Japanese Americans,Camellia Lee,https://www.goodreads.com/book/show/41563525-lines-we-draw
2739,The Great Jeff,Tony Abbott,https://www.goodreads.com/book/show/40696991-the-great-jeff
2740,"The Boy Who Cried Werewolf (Monsterstreet, #1)",J.H.  Reynolds,https://www.goodreads.com/book/show/40604318-the-boy-who-cried-werewolf
2741,The Space We're In,Katya Balen,https://www.goodreads.com/book/show/38221641-the-space-we-re-in
2742,The Day the World Stopped Turning,Michael Morpurgo,https://www.goodreads.com/book/show/40864961-the-day-the-world-stopped-turning
2743,"The Vanderbeekers to the Rescue (The Vanderbeekers, #3)",Karina Yan Glaser,https://www.goodreads.com/book/show/43261153-the-vanderbeekers-to-the-rescue
2744,"The Halloweeners (Monsterstreet, #2)",J.H.  Reynolds,https://www.goodreads.com/book/show/40604319-the-halloweeners
2745,The Inventors and The Lost Island,A.M. Morgen,https://www.goodreads.com/book/show/41057525-the-inventors-and-the-lost-island
2746,The Legends of Greemulax,Kimmy Schmidt,https://www.goodreads.com/book/show/43886783-the-legends-of-greemulax
2747,The Secret of Shadow Lake (Creature Campers Book 1),Joe  McGee,https://www.goodreads.com/book/show/46164252-the-secret-of-shadow-lake
2748,"School Swap: An Unofficial Minecrafters Novel, Book Eight (The Diaries for Fans of Creepers 8)",Greyson Mann,https://www.goodreads.com/book/show/37654034-school-swap
2749,Survivor Girl,Erin Teagan,https://www.goodreads.com/book/show/40796206-survivor-girl
2750,The Fire Maker,Guy  Jones,https://www.goodreads.com/book/show/42760450-the-fire-maker
2751,President of Poplar Lane,Margaret Mincks,https://www.goodreads.com/book/show/40252484-president-of-poplar-lane
2752,Bouncing Back,Scott Ostler,https://www.goodreads.com/book/show/43885059-bouncing-back
2753,Midnight on Strange Street,K.E. Ormsbee,https://www.goodreads.com/book/show/40534403-midnight-on-strange-street
2754,Out of My Shell,Jenny Goebel,https://www.goodreads.com/book/show/41473837-out-of-my-shell
2755,Marigold Star,Elise Primavera,https://www.goodreads.com/book/show/7036105-marigold-star
2756,The Christmasaurus and the Winter Witch,Tom    Fletcher,https://www.goodreads.com/book/show/43242496-the-christmasaurus-and-the-winter-witch
2757,A Witch Come True (The Apprentice Witch #3),James  Nicol,https://www.goodreads.com/book/show/42613222-a-witch-come-true
2758,The Winter King,Christine Cohen,https://www.goodreads.com/book/show/52691364-the-winter-king
2759,A Slip of a Girl,Patricia Reilly Giff,https://www.goodreads.com/book/show/43064702-a-slip-of-a-girl
2760,Cog,Greg Van Eekhout,https://www.goodreads.com/book/show/41453699-cog
2761,The Giant from the Fire Sea,John Himmelman,https://www.goodreads.com/book/show/41080746-the-giant-from-the-fire-sea
2762,The Little Grey Girl (Wild Magic Trilogy #2),Celine Kiernan,https://www.goodreads.com/book/show/43441594-the-little-grey-girl
2763,Island Book (Island Book #1),Evan Dahm,https://www.goodreads.com/book/show/35209891-island-book
2764,Maybe a Mermaid,Josephine Cameron,https://www.goodreads.com/book/show/39073359-maybe-a-mermaid
2765,Christmas Carol & the Shimmering Elf,Robert L. Fouch,https://www.goodreads.com/book/show/45045887-christmas-carol-the-shimmering-elf
2766,"Boss Girl (Girltopia, #2)",Hilary Rogers,https://www.goodreads.com/book/show/45148181-boss-girl
2767,The Other Side of the Wall (The Other Side #3),Amy Ephron,https://www.goodreads.com/book/show/43733642-the-other-side-of-the-wall
2768,"Making Friends: Back to the Drawing Board (Making Friends, #2)",Kristen Gudsnuk,https://www.goodreads.com/book/show/41473807-making-friends
2769,Just Jaime,Terri Libenson,https://www.goodreads.com/book/show/40402006-just-jaime
2770,Taming of the Shoe,Sarah Darer Littman,https://www.goodreads.com/book/show/43822759-taming-of-the-shoe
2771,Surprise Lily,Sharelle Byars Moranville,https://www.goodreads.com/book/show/43672304-surprise-lily
2772,The Boy With the Butterfly Mind,Victoria  Williamson,https://www.goodreads.com/book/show/44781421-the-boy-with-the-butterfly-mind
2773,Jemima Small Versus the Universe,Tamsin Winter,https://www.goodreads.com/book/show/44446809-jemima-small-versus-the-universe
2774,Karen's Witch (Baby-Sitters Little Sister Graphic Novel #1),Katy Farina,https://www.goodreads.com/book/show/44442959-karen-s-witch
2775,"Ada Twist and the Perilous Pants (Questioneers Chapter Books, #2)",Andrea Beaty,https://www.goodreads.com/book/show/41104120-ada-twist-and-the-perilous-pants
2776,"The Other, Better Me",Antony John,https://www.goodreads.com/book/show/41453710-the-other-better-me
2777,The Friendship War,Andrew Clements,https://www.goodreads.com/book/show/37693661-the-friendship-war
2778,Babysitting Nightmares: The Phantom Hour (Babysitting Nightmares #2),Kat Shepherd,https://www.goodreads.com/book/show/39280474-babysitting-nightmares
2779,Allegra in Three Parts,Suzanne Daniel,https://www.goodreads.com/book/show/46029847-allegra-in-three-parts
2780,Sam the Man & the Cell Phone Plan,Frances O'Roark Dowell,https://www.goodreads.com/book/show/42201338-sam-the-man-the-cell-phone-plan
2781,The Day I Was Erased,Lisa   Thompson,https://www.goodreads.com/book/show/42610528-the-day-i-was-erased
2782,Asha & the Spirit Bird,Jasbinder Bilan,https://www.goodreads.com/book/show/41710162-asha-the-spirit-bird
2783,Beast Rider,Tony Johnston,https://www.goodreads.com/book/show/41104098-beast-rider
2784,The Runaways,Holly Webb,https://www.goodreads.com/book/show/52243844-the-runaways
2785,Random Acts of Kittens,Yamile Saied Méndez,https://www.goodreads.com/book/show/43601025-random-acts-of-kittens
2786,When We Were Warriors,Emma Carroll,https://www.goodreads.com/book/show/41435968-when-we-were-warriors
2787,Where the River Runs Gold,Sita Brahmachari,https://www.goodreads.com/book/show/45455378-where-the-river-runs-gold
2788,"Keep Calm and Carry On, Children",Sharon K. Mayhew,https://www.goodreads.com/book/show/50745913-keep-calm-and-carry-on-children
2789,"Cape (The League of Secret Heroes, #1)",Kate Hannigan,https://www.goodreads.com/book/show/42201969-cape
2790,Maximillian Fly,Angie Sage,https://www.goodreads.com/book/show/41824509-maximillian-fly
2791,"The Fang of Bonfire Crossing (Legends of the Lost Causes, #2)",Brad  McLelland,https://www.goodreads.com/book/show/39280627-the-fang-of-bonfire-crossing
2792,"Lily at Lissadell (Lissadell, #1)",Judi Curtin,https://www.goodreads.com/book/show/50095726-lily-at-lissadell
2793,Last Meeting of the Gorilla Club,Sara Nickerson,https://www.goodreads.com/book/show/44129787-last-meeting-of-the-gorilla-club
2794,Seventh Grade vs. the Galaxy,Joshua S. Levy,https://www.goodreads.com/book/show/40915703-seventh-grade-vs-the-galaxy
2795,The Last Word,Patricia Forde,https://www.goodreads.com/book/show/52851508-the-last-word
2796,Dancing the Charleston,Jacqueline Wilson,https://www.goodreads.com/book/show/44303861-dancing-the-charleston
2797,The Somerset Tsunami,Emma Carroll,https://www.goodreads.com/book/show/43207668-the-somerset-tsunami
2798,A Dog's Porpoise,M.C. Ross,https://www.goodreads.com/book/show/41473839-a-dog-s-porpoise
2799,On Snowden Mountain,Jeri Watts,https://www.goodreads.com/book/show/43671849-on-snowden-mountain
2800,The Taste of Rain,Monique Polak,https://www.goodreads.com/book/show/43865496-the-taste-of-rain
2801,"Anya and the Dragon (Anya, #1)",Sofiya Pasternack,https://www.goodreads.com/book/show/40217647-anya-and-the-dragon
