,rank,title,author,publisher,date,amazon links
1104,5,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,"March 28, 2021",https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1105,6,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,"March 28, 2021",https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
1106,7,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,"March 28, 2021",https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
1107,8,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"March 28, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1108,9,SULWE,by Lupita Nyong'o. Illustrated by Vashti Harrison,Simon & Schuster,"March 28, 2021",https://www.amazon.com/Sulwe-Lupita-Nyongo/dp/1534425365?tag=NYTBSREV-20
1109,10,PETE THE CAT: FIVE LITTLE BUNNIES,by James Dean and Kimberly Dean,HarperCollins,"March 28, 2021",https://www.amazon.com/dp/0062868292?tag=NYTBSREV-20
1110,1,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,"March 21, 2021",http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
1111,2,PETE THE CAT: THE GREAT LEPRECHAUN CHASE,by James Dean,HarperCollins,"March 21, 2021",https://www.amazon.com/Pete-Cat-Leprechaun-Patricks-Fold-Out/dp/0062404504?tag=NYTBSREV-20
1112,3,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,"March 21, 2021",https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
1113,4,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"March 21, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1114,5,SULWE,by Lupita Nyong'o. Illustrated by Vashti Harrison,Simon & Schuster,"March 21, 2021",https://www.amazon.com/Sulwe-Lupita-Nyongo/dp/1534425365?tag=NYTBSREV-20
1115,6,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,"March 21, 2021",https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
1116,7,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,"March 21, 2021",https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
1117,8,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,"March 21, 2021",https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1118,9,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"March 21, 2021",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1119,10,THE RABBIT LISTENED,by Cori Doerrfeld,Dial,"March 21, 2021",https://www.amazon.com/dp/073522935X?tag=NYTBSREV-20
1120,1,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,"March 14, 2021",http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
1121,2,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"March 14, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1122,3,PETE THE CAT: THE GREAT LEPRECHAUN CHASE,by James Dean,HarperCollins,"March 14, 2021",https://www.amazon.com/Pete-Cat-Leprechaun-Patricks-Fold-Out/dp/0062404504?tag=NYTBSREV-20
1123,4,I AM ENOUGH,by Grace Byers. Illustrated by Keturah A. Bobo,Balzer + Bray,"March 14, 2021",https://www.amazon.com/I-Am-Enough-Grace-Byers/dp/0062667122?tag=NYTBSREV-20
1124,5,SULWE,by Lupita Nyong'o. Illustrated by Vashti Harrison,Simon & Schuster,"March 14, 2021",https://www.amazon.com/Sulwe-Lupita-Nyongo/dp/1534425365?tag=NYTBSREV-20
1125,6,AMBITIOUS GIRL,by Meena Harris. Illustrated by Marissa Valdez,"Little, Brown","March 14, 2021",https://www.amazon.com/dp/0316229695?tag=NYTBSREV-20
1126,7,MILO IMAGINES THE WORLD,by Matt de la Peña. Illustrated by Christian Robinson,Putnam,"March 14, 2021",https://www.amazon.com/dp/0399549080?tag=NYTBSREV-20
1127,8,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,"March 14, 2021",https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1128,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"March 14, 2021",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1129,10,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"March 14, 2021",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1130,1,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"March 7, 2021",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
1131,2,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"March 7, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1132,3,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,"March 7, 2021",https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1133,4,I AM ENOUGH,by Grace Byers. Illustrated by Keturah A. Bobo,Balzer + Bray,"March 7, 2021",https://www.amazon.com/I-Am-Enough-Grace-Byers/dp/0062667122?tag=NYTBSREV-20
1134,5,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,"March 7, 2021",http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
1135,6,THE TALE OF THE MANDARIN DUCK,by Bette Midler. Photographed by Michiko Kakutani,Random House,"March 7, 2021",https://www.amazon.com/dp/0593176766?tag=NYTBSREV-20
1136,7,AMBITIOUS GIRL,by Meena Harris. Illustrated by Marissa Valdez,"Little, Brown","March 7, 2021",https://www.amazon.com/dp/0316229695?tag=NYTBSREV-20
1137,8,SULWE,by Lupita Nyong'o. Illustrated by Vashti Harrison,Simon & Schuster,"March 7, 2021",https://www.amazon.com/Sulwe-Lupita-Nyongo/dp/1534425365?tag=NYTBSREV-20
1138,9,PETE THE CAT: THE GREAT LEPRECHAUN CHASE,by James Dean,HarperCollins,"March 7, 2021",https://www.amazon.com/Pete-Cat-Leprechaun-Patricks-Fold-Out/dp/0062404504?tag=NYTBSREV-20
1139,10,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"March 7, 2021",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1140,1,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"February 28, 2021",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
1141,2,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Houghton Mifflin Harcourt,"February 28, 2021",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
1142,3,LOVE FROM THE CRAYONS,by Drew Daywalt and Oliver Jeffers,Penguin Workshop,"February 28, 2021",https://www.amazon.com/Love-Crayons-Drew-Daywalt/dp/1524792683?tag=NYTBSREV-20
1143,4,PETE THE CAT: VALENTINE'S DAY IS COOL,by James Dean and Kimberly Dean,HarperFestival,"February 28, 2021",https://www.amazon.com/Pete-Cat-Valentines-Day-Cool/dp/0062198653?tag=NYTBSREV-20
1144,5,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"February 28, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1145,6,IN MY HEART,by Jo Witek. Illustrated by Christine Roussey,Abrams Appleseed,"February 28, 2021",https://www.amazon.com/dp/1419713108?tag=NYTBSREV-20
1146,7,BRONCO AND FRIENDS: A PARTY TO REMEMBER,by Tim Tebow with A.J. Gregory. Illustrated by Jane Chapman,WaterBrook,"February 28, 2021",https://www.amazon.com/dp/0593232046?tag=NYTBSREV-20
1147,8,I AM ENOUGH,by Grace Byers. Illustrated by Keturah A. Bobo,Balzer + Bray,"February 28, 2021",https://www.amazon.com/I-Am-Enough-Grace-Byers/dp/0062667122?tag=NYTBSREV-20
1148,9,AMBITIOUS GIRL,by Meena Harris. Illustrated by Marissa Valdez,"Little, Brown","February 28, 2021",https://www.amazon.com/dp/0316229695?tag=NYTBSREV-20
1149,10,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,"February 28, 2021",https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1150,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Houghton Mifflin Harcourt,"February 21, 2021",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
1151,2,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"February 21, 2021",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
1152,3,LOVE FROM THE CRAYONS,by Drew Daywalt and Oliver Jeffers,Penguin Workshop,"February 21, 2021",https://www.amazon.com/Love-Crayons-Drew-Daywalt/dp/1524792683?tag=NYTBSREV-20
1153,4,AMBITIOUS GIRL,by Meena Harris. Illustrated by Marissa Valdez,"Little, Brown","February 21, 2021",https://www.amazon.com/dp/0316229695?tag=NYTBSREV-20
1154,5,PETE THE CAT: VALENTINE'S DAY IS COOL,by James Dean and Kimberly Dean,HarperFestival,"February 21, 2021",https://www.amazon.com/Pete-Cat-Valentines-Day-Cool/dp/0062198653?tag=NYTBSREV-20
1155,6,BRONCO AND FRIENDS: A PARTY TO REMEMBER,by Tim Tebow with A.J. Gregory. Illustrated by Jane Chapman,WaterBrook,"February 21, 2021",https://www.amazon.com/dp/0593232046?tag=NYTBSREV-20
1156,7,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"February 21, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1157,8,IN MY HEART,by Jo Witek. Illustrated by Christine Roussey,Abrams Appleseed,"February 21, 2021",https://www.amazon.com/dp/1419713108?tag=NYTBSREV-20
1158,9,I AM ENOUGH,by Grace Byers. Illustrated by Keturah A. Bobo,Balzer + Bray,"February 21, 2021",https://www.amazon.com/I-Am-Enough-Grace-Byers/dp/0062667122?tag=NYTBSREV-20
1159,10,MILO IMAGINES THE WORLD,by Matt de la Peña. Illustrated by Christian Robinson,Putnam,"February 21, 2021",https://www.amazon.com/dp/0399549080?tag=NYTBSREV-20
1160,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Houghton Mifflin Harcourt,"February 14, 2021",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
1161,2,AMBITIOUS GIRL,by Meena Harris. Illustrated by Marissa Valdez,"Little, Brown","February 14, 2021",https://www.amazon.com/dp/0316229695?tag=NYTBSREV-20
1162,3,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,"February 14, 2021",https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1163,4,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"February 14, 2021",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
1164,5,CHAMP AND MAJOR: FIRST DOGS,by Joy McCullough. Illustrated by Sheyda Abvabi Best,Dial,"February 14, 2021",https://www.amazon.com/dp/0593407148?tag=NYTBSREV-20
1165,6,LOVE FROM THE CRAYONS,by Drew Daywalt and Oliver Jeffers,Penguin Workshop,"February 14, 2021",https://www.amazon.com/Love-Crayons-Drew-Daywalt/dp/1524792683?tag=NYTBSREV-20
1166,7,IN MY HEART,by Jo Witek. Illustrated by Christine Roussey,Abrams Appleseed,"February 14, 2021",https://www.amazon.com/dp/1419713108?tag=NYTBSREV-20
1167,8,SUPERHEROES ARE EVERYWHERE,by Kamala Harris. Illustrated by Mechal Renee Roe,Philomel,"February 14, 2021",https://www.amazon.com/Superheroes-Are-Everywhere-Kamala-Harris/dp/1984837494?tag=NYTBSREV-20
1168,9,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"February 14, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1169,10,PETE THE CAT: VALENTINE'S DAY IS COOL,by James Dean and Kimberly Dean,HarperFestival,"February 14, 2021",https://www.amazon.com/Pete-Cat-Valentines-Day-Cool/dp/0062198653?tag=NYTBSREV-20
1170,1,AMBITIOUS GIRL,by Meena Harris. Illustrated by Marissa Valdez,"Little, Brown","February 7, 2021",https://www.amazon.com/dp/0316229695?tag=NYTBSREV-20
1171,2,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Houghton Mifflin Harcourt,"February 7, 2021",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
1172,3,SUPERHEROES ARE EVERYWHERE,by Kamala Harris. Illustrated by Mechal Renee Roe,Philomel,"February 7, 2021",https://www.amazon.com/Superheroes-Are-Everywhere-Kamala-Harris/dp/1984837494?tag=NYTBSREV-20
1173,4,KAMALA AND MAYA'S BIG IDEA,by Meena Harris. Illustrated by Ana Ramírez González,Balzer + Bray,"February 7, 2021",https://www.amazon.com/dp/0062937405?tag=NYTBSREV-20
1174,5,CHAMP AND MAJOR: FIRST DOGS,by Joy McCullough. Illustrated by Sheyda Abvabi Best,Dial,"February 7, 2021",https://www.amazon.com/dp/0593407148?tag=NYTBSREV-20
1175,6,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"February 7, 2021",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
1176,7,LOVE FROM THE CRAYONS,by Drew Daywalt and Oliver Jeffers,Penguin Workshop,"February 7, 2021",https://www.amazon.com/Love-Crayons-Drew-Daywalt/dp/1524792683?tag=NYTBSREV-20
1177,8,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"February 7, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1178,9,KAMALA HARRIS: ROOTED IN JUSTICE,by Nikki Grimes. Illustrated by Laura Freeman,Atheneum,"February 7, 2021",https://www.amazon.com/dp/1534462678?tag=NYTBSREV-20
1179,10,JOEY,by Jill Biden with Kathleen Krull. Illustrated by Amy June Bates,Simon & Schuster/Paula Wiseman,"February 7, 2021",https://www.amazon.com/dp/1534480536?tag=NYTBSREV-20
1180,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Houghton Mifflin Harcourt,"January 31, 2021",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
1181,2,BRONCO AND FRIENDS: A PARTY TO REMEMBER,by Tim Tebow with A.J. Gregory. Illustrated by Jane Chapman,WaterBrook,"January 31, 2021",https://www.amazon.com/dp/0593232046?tag=NYTBSREV-20
1182,3,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"January 31, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1183,4,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"January 31, 2021",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
1184,5,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"January 31, 2021",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1185,6,LOVE FROM THE CRAYONS,by Drew Daywalt and Oliver Jeffers,Penguin Workshop,"January 31, 2021",https://www.amazon.com/Love-Crayons-Drew-Daywalt/dp/1524792683?tag=NYTBSREV-20
1186,7,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,"January 31, 2021",https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1187,8,C IS FOR COUNTRY,by Lil Nas X. Illustrated by Theodore Taylor III,Random House,"January 31, 2021",https://www.amazon.com/dp/0593300785?tag=NYTBSREV-20
1188,9,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,"January 31, 2021",https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1189,10,DEAR GIRL,by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam,HarperCollins,"January 31, 2021",https://www.amazon.com/Dear-Girl-Amy-Krouse-Rosenthal/dp/0062422502?tag=NYTBSREV-20
1190,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Houghton Mifflin Harcourt,"January 24, 2021",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
1191,2,BRONCO AND FRIENDS: A PARTY TO REMEMBER,by Tim Tebow with A.J. Gregory. Illustrated by Jane Chapman,WaterBrook,"January 24, 2021",https://www.amazon.com/dp/0593232046?tag=NYTBSREV-20
1192,3,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,"January 24, 2021",https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1193,4,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"January 24, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1194,5,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"January 24, 2021",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1195,6,THE ABCS OF BLACK HISTORY,by Rio Cortez. Illustrated by Lauren Semmer,Workman,"January 24, 2021",https://www.amazon.com/dp/1523507497?tag=NYTBSREV-20
1196,7,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"January 24, 2021",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1197,8,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY,by Robb Pearlman. Illustrated by Melanie Demmer,"Little, Brown","January 24, 2021",https://www.amazon.com/dp/0316428388?tag=NYTBSREV-20
1198,9,ALL BECAUSE YOU MATTER,by Tami Charles. Illustrated by Bryan Collier,Orchard,"January 24, 2021",https://www.amazon.com/dp/133857485X?tag=NYTBSREV-20
1199,10,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,"January 24, 2021",https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1200,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Houghton Mifflin Harcourt,"January 17, 2021",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
1201,2,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,"January 17, 2021",https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1202,3,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"January 17, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1203,4,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY,by Robb Pearlman. Illustrated by Melanie Demmer,"Little, Brown","January 17, 2021",https://www.amazon.com/dp/0316428388?tag=NYTBSREV-20
1204,5,HOW TO CATCH A UNICORN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"January 17, 2021",https://www.amazon.com/How-Catch-Unicorn-Adam-Wallace/dp/1492669733?tag=NYTBSREV-20
1205,6,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"January 17, 2021",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1206,7,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"January 17, 2021",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1207,8,BECOMING A GOOD CREATURE,by Sy Montgomery. Illustrated by Rebecca Green,Houghton Mifflin Harcourt,"January 17, 2021",https://www.amazon.com/dp/0358252105?tag=NYTBSREV-20
1208,9,THE COUCH POTATO,by Jory John. Illustrated by Pete Oswald,Harper,"January 17, 2021",https://www.amazon.com/dp/0062954539?tag=NYTBSREV-20
1209,10,DEAR GIRL,by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam,HarperCollins,"January 17, 2021",https://www.amazon.com/Dear-Girl-Amy-Krouse-Rosenthal/dp/0062422502?tag=NYTBSREV-20
1210,1,5 MORE SLEEPS 'TIL CHRISTMAS,by Jimmy Fallon. Illustrated by Rich Deas,Feiwel & Friends,"January 10, 2021",https://www.amazon.com/dp/1250266475?tag=NYTBSREV-20
1211,2,THE CRAYONS' CHRISTMAS,by Drew Daywalt. Illustrated by Oliver Jeffers,Penguin Workshop,"January 10, 2021",https://www.amazon.com/Crayons-Christmas-Drew-Daywalt/dp/0525515747?tag=NYTBSREV-20
1212,3,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,"January 10, 2021",https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1213,4,CONSTRUCTION SITE ON CHRISTMAS NIGHT,by Sherri Duskey Rinker. Illustrated by A. G. Ford,Chronicle,"January 10, 2021",https://www.amazon.com/Construction-Christmas-Sherri-Duskey-Rinker/dp/1452139113?tag=NYTBSREV-20
1214,5,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY,by Robb Pearlman. Illustrated by Melanie Demmer,"Little, Brown","January 10, 2021",https://www.amazon.com/dp/0316428388?tag=NYTBSREV-20
1215,6,HOW TO CATCH A UNICORN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"January 10, 2021",https://www.amazon.com/How-Catch-Unicorn-Adam-Wallace/dp/1492669733?tag=NYTBSREV-20
1216,7,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"January 10, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1217,8,THE SHORTEST DAY,by Susan Cooper. Illustrated by Carson Ellis,Candlewick,"January 10, 2021",https://www.amazon.com/dp/0763686980?tag=NYTBSREV-20
1218,9,AN ELEPHANT AND PIGGIE BIGGIE!,by Mo Willems,Hyperion/Disney,"January 10, 2021",https://www.amazon.com/Elephant-Piggie-Biggie-Book/dp/1484799674?tag=NYTBSREV-20
1219,10,I PROMISE,by LeBron James. Illustrated by Nina Mata,HarperCollins,"January 10, 2021",https://www.amazon.com/dp/0062971069?tag=NYTBSREV-20
1220,1,5 MORE SLEEPS 'TIL CHRISTMAS,by Jimmy Fallon. Illustrated by Rich Deas,Feiwel & Friends,"January 3, 2021",https://www.amazon.com/dp/1250266475?tag=NYTBSREV-20
1221,2,HOW TO CATCH A UNICORN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"January 3, 2021",https://www.amazon.com/How-Catch-Unicorn-Adam-Wallace/dp/1492669733?tag=NYTBSREV-20
1222,3,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY,by Robb Pearlman. Illustrated by Melanie Demmer,"Little, Brown","January 3, 2021",https://www.amazon.com/dp/0316428388?tag=NYTBSREV-20
1223,4,CONSTRUCTION SITE ON CHRISTMAS NIGHT,by Sherri Duskey Rinker. Illustrated by A. G. Ford,Chronicle,"January 3, 2021",https://www.amazon.com/Construction-Christmas-Sherri-Duskey-Rinker/dp/1452139113?tag=NYTBSREV-20
1224,5,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,"January 3, 2021",https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1225,6,HOW TO CATCH A MERMAID,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"January 3, 2021",https://www.amazon.com/dp/149266247X?tag=NYTBSREV-20
1226,7,THE CRAYONS' CHRISTMAS,by Drew Daywalt. Illustrated by Oliver Jeffers,Penguin Workshop,"January 3, 2021",https://www.amazon.com/Crayons-Christmas-Drew-Daywalt/dp/0525515747?tag=NYTBSREV-20
1227,8,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,"January 3, 2021",https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1228,9,"SHARE SOME KINDNESS, BRING SOME LIGHT",by Apryl Stott,Simon & Schuster,"January 3, 2021",https://www.amazon.com/dp/1534462384?tag=NYTBSREV-20
1229,10,"GOOD NIGHT, LITTLE BLUE TRUCK",by Alice Schertle and Jill McElmurry,Houghton Mifflin Harcourt,"January 3, 2021",https://www.amazon.com/Good-Night-Little-Blue-Truck/dp/132885213X?tag=NYTBSREV-20
1230,1,5 MORE SLEEPS 'TIL CHRISTMAS,by Jimmy Fallon. Illustrated by Rich Deas,Feiwel & Friends,"December 27, 2020",https://www.amazon.com/dp/1250266475?tag=NYTBSREV-20
1231,2,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,"December 27, 2020",https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1232,3,CONSTRUCTION SITE ON CHRISTMAS NIGHT,by Sherri Duskey Rinker. Illustrated by A. G. Ford,Chronicle,"December 27, 2020",https://www.amazon.com/Construction-Christmas-Sherri-Duskey-Rinker/dp/1452139113?tag=NYTBSREV-20
1233,4,HOW TO CATCH A UNICORN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"December 27, 2020",https://www.amazon.com/How-Catch-Unicorn-Adam-Wallace/dp/1492669733?tag=NYTBSREV-20
1234,5,THE CRAYONS' CHRISTMAS,by Drew Daywalt. Illustrated by Oliver Jeffers,Penguin Workshop,"December 27, 2020",https://www.amazon.com/Crayons-Christmas-Drew-Daywalt/dp/0525515747?tag=NYTBSREV-20
1235,6,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY,by Robb Pearlman. Illustrated by Melanie Demmer,"Little, Brown","December 27, 2020",https://www.amazon.com/dp/0316428388?tag=NYTBSREV-20
1236,7,HOW TO CATCH A MERMAID,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"December 27, 2020",https://www.amazon.com/dp/149266247X?tag=NYTBSREV-20
